"predTrain_2","predTrain_8","predTrain_9","predTrain_13","predTrain_20","predTrain_22","predTrain_30","predTrain_43","predTrain_48","predTrain_55","predTrain_71","predTrain_82","predTrain_122","predTrain_135","predTrain_145","predTrain_189","predTrain_243","predTrain_249","predTrain_288","predTrain_291","predTrain_310","predTrain_311","predTrain_312","predTrain_324","predTrain_326","predTrain_327","predTrain_350","predTrain_361","predTrain_390","predTrain_402","predTrain_421","predTrain_430","predTrain_438","predTrain_446","predTrain_447","predTrain_451","predTrain_455","predTrain_470","predTrain_496","predTrain_512","predTrain_513","predTrain_519","predTrain_528","predTrain_540","predTrain_544","predTrain_550","predTrain_551","predTrain_555","predTrain_556","predTrain_560","predTrain_568","predTrain_573","predTrain_575","predTrain_593","predTrain_602","predTrain_610","predTrain_616","predTrain_628","predTrain_631","predTrain_632","predTrain_648","predTrain_677","predTrain_689","predTrain_693","predTrain_707","predTrain_710","predTrain_739","predTrain_741","predTrain_760","predTrain_788","predTrain_794","predTrain_802","predTrain_820","predTrain_825","predTrain_826","predTrain_847","predTrain_871","predTrain_894","predTrain_902","predTrain_909","predTrain_911","predTrain_916","predTrain_944","predTrain_952","predTrain_974","predTrain_976","predTrain_989","predTrain_991","predTrain_1001","predTrain_1006","predTrain_1023","predTrain_1031","predTrain_1043","predTrain_1063","predTrain_1064","predTrain_1069","predTrain_1076","predTrain_1081","predTrain_1095","predTrain_1099","predTrain_1106","predTrain_1127","predTrain_1135","predTrain_1141","predTrain_1143","predTrain_1145","predTrain_1158","predTrain_1201","predTrain_1220","predTrain_1362","predTrain_1386","predTrain_1423","predTrain_1462","predTrain_1473","predTrain_1484","predTrain_1543","predTrain_1548","predTrain_1553","predTrain_1565","predTrain_1567","predTrain_1582","predTrain_1700","predTrain_1752","predTrain_1810","predTrain_1820","predTrain_1832","predTrain_1865","predTrain_1934","predTrain_2012","predTrain_2022","predTrain_2080","predTrain_2185","predTrain_2240","predTrain_2337","predTrain_2349","predTrain_2406","predTrain_2441","predTrain_2544","predTrain_2609","predTrain_2687","predTrain_2725","predTrain_2767","predTrain_2825","predTrain_2904","predTrain_2929","predTrain_3251","predTrain_3448","predTrain_3495","time","status"
"TCGA-EO-A3AU",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998001998667333,0.998001998667333,0.990297377149241,0.990297377149241,0.990297377149241,0.990297377149241,0.990297377149241,0.990297377149241,0.984619506751733,0.984619506751733,0.984619506751733,0.984619506751733,0.984619506751733,0.984619506751733,0.984619506751733,0.984619506751733,0.984619506751733,0.984619506751733,0.984619506751733,0.984619506751733,0.984619506751733,0.975635069522247,0.975635069522247,0.975635069522247,0.975635069522247,0.975635069522247,0.975635069522247,0.975635069522247,0.975635069522247,0.975635069522247,0.975635069522247,0.975635069522247,0.975635069522247,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.974416287582752,0.970364666456888,0.970364666456888,0.970364666456888,0.970364666456888,0.970364666456888,0.958310602976472,0.958310602976472,0.958310602976472,0.958310602976472,0.958310602976472,0.958310602976472,0.958310602976472,0.958310602976472,0.958310602976472,0.958310602976472,0.958310602976472,0.958310602976472,0.958310602976472,0.958310602976472,0.958310602976472,0.958310602976472,0.953531008904254,0.953531008904254,0.953001416577464,0.953001416577464,0.94824830218288,0.94824830218288,0.94824830218288,0.94824830218288,0.94824830218288,0.94824830218288,0.94824830218288,0.94824830218288,0.94824830218288,0.94824830218288,0.94824830218288,0.94824830218288,0.94824830218288,0.94824830218288,0.94824830218288,0.927150950625792,0.927150950625792,0.927150950625792,0.927150950625792,0.927150950625792,0.927150950625792,0.927150950625792,0.927150950625792,0.927150950625792,0.927150950625792,0.927150950625792,0.927150950625792,0.927150950625792,0.927150950625792,0.927150950625792,0.927150950625792,0.805019410937145,0.805019410937145,0.805019410937145,0.805019410937145,0.805019410937145,0.805019410937145,0.805019410937145,0.805019410937145,0.805019410937145,0.805019410937145,0.805019410937145,0.805019410937145,0.805019410937145,0.667384532367327,0.667384532367327,0.667384532367327,1543,0
"TCGA-D1-A16S",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.987742410511084,0.980362053366933,0.97773959736694,0.97773959736694,0.97773959736694,0.97773959736694,0.974485891231966,0.974485891231966,0.968010925823118,0.968010925823118,0.965191674030266,0.965191674030266,0.948052652085118,0.929279951798784,0.929279951798784,0.929279951798784,0.923720965723166,0.923720965723166,0.923720965723166,0.923720965723166,0.923720965723166,0.923720965723166,0.923720965723166,0.923720965723166,0.923720965723166,0.923720965723166,0.923720965723166,0.919113888186466,0.919113888186466,0.901139470527558,0.901139470527558,0.901139470527558,0.901139470527558,0.901139470527558,0.901139470527558,0.901139470527558,0.901139470527558,0.901139470527558,0.901139470527558,0.901139470527558,0.901139470527558,0.889945336241826,0.868696119486118,0.868696119486118,0.868696119486118,0.868696119486118,0.868696119486118,0.868696119486118,0.868696119486118,0.868696119486118,0.868696119486118,0.868696119486118,0.868696119486118,0.868696119486118,0.868696119486118,0.852915125089,0.852915125089,0.852915125089,0.852915125089,0.852915125089,0.852915125089,0.852915125089,0.840216873193213,0.840216873193213,0.840216873193213,0.840216873193213,0.840216873193213,0.840216873193213,0.840216873193213,0.840216873193213,0.840216873193213,0.840216873193213,0.823579464393938,0.823579464393938,0.823579464393938,0.823579464393938,0.823579464393938,0.823579464393938,0.823579464393938,0.823579464393938,0.823579464393938,0.823579464393938,0.823579464393938,0.808618072692464,0.808618072692464,0.804585073229737,0.804585073229737,0.796579317988164,0.796579317988164,0.796579317988164,0.796579317988164,0.796579317988164,0.796579317988164,0.796579317988164,0.796579317988164,0.796579317988164,0.796579317988164,0.757729686219052,0.757729686219052,0.757729686219052,0.757729686219052,0.757729686219052,0.728018680251469,0.728018680251469,0.728018680251469,0.728018680251469,0.728018680251469,0.728018680251469,0.728018680251469,0.728018680251469,0.728018680251469,0.728018680251469,0.728018680251469,0.728018680251469,0.728018680251469,0.728018680251469,0.728018680251469,0.728018680251469,0.710043834991043,0.710043834991043,0.710043834991043,0.710043834991043,0.710043834991043,0.710043834991043,0.710043834991043,0.710043834991043,0.710043834991043,0.710043834991043,0.710043834991043,0.710043834991043,0.710043834991043,0.598589891009351,0.598589891009351,0.598589891009351,568,0
"TCGA-SJ-A6ZJ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995012479192682,0.993355506255034,0.993355506255034,0.993355506255034,0.993355506255034,0.993355506255034,0.993355506255034,0.993355506255034,0.993355506255034,0.993355506255034,0.988401124998524,0.988401124998524,0.988401124998524,0.988401124998524,0.988401124998524,0.988401124998524,0.987413217909396,0.987413217909396,0.987413217909396,0.987413217909396,0.987413217909396,0.987413217909396,0.987413217909396,0.987413217909396,0.987413217909396,0.987413217909396,0.987413217909396,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.982488473939652,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.963033898694825,0.963033898694825,0.963033898694825,0.963033898694825,0.963033898694825,0.958230747086933,0.958230747086933,0.958230747086933,0.958230747086933,0.958230747086933,0.958230747086933,0.958230747086933,0.958230747086933,0.958230747086933,0.958230747086933,0.958230747086933,0.955041962190715,0.955041962190715,0.9439645498501,0.9439645498501,0.929910748619364,0.929910748619364,0.929910748619364,0.929910748619364,0.929910748619364,0.929910748619364,0.929910748619364,0.929910748619364,0.929910748619364,0.929910748619364,0.920657982072166,0.920657982072166,0.920657982072166,0.920657982072166,0.920657982072166,0.914540675869035,0.914540675869035,0.914540675869035,0.914540675869035,0.914540675869035,0.914540675869035,0.914540675869035,0.914540675869035,0.914540675869035,0.914540675869035,0.914540675869035,0.914540675869035,0.914540675869035,0.914540675869035,0.914540675869035,0.914540675869035,0.880880473775682,0.880880473775682,0.880880473775682,0.880880473775682,0.880880473775682,0.880880473775682,0.880880473775682,0.880880473775682,0.880880473775682,0.880880473775682,0.880880473775682,0.880880473775682,0.880880473775682,0.719249034409581,0.719249034409581,0.719249034409581,556,0
"TCGA-B5-A11H",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995012479192682,0.995012479192682,0.995012479192682,0.995012479192682,0.995012479192682,0.995012479192682,0.995012479192682,0.995012479192682,0.995012479192682,0.995012479192682,0.995012479192682,0.995012479192682,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.992528054819138,0.990049833749168,0.990049833749168,0.990049833749168,0.990049833749168,0.990049833749168,0.990049833749168,0.990049833749168,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.987577800493881,0.982652235665073,0.982652235665073,0.977751237193336,0.977751237193336,0.977751237193336,0.977751237193336,0.977751237193336,0.977751237193336,0.977751237193336,0.977751237193336,0.977751237193336,0.977751237193336,0.977751237193336,0.977751237193336,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.972874682553454,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.779218109550519,0.779218109550519,0.779218109550519,2687,0
"TCGA-KJ-A3U4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.987495505772835,0.981179362242806,0.977506829936218,0.977506829936218,0.977506829936218,0.977506829936218,0.967296705182195,0.967296705182195,0.962472292738249,0.962472292738249,0.957033706959019,0.957033706959019,0.949724502955874,0.947195278079959,0.947195278079959,0.947195278079959,0.9456179341016,0.9456179341016,0.9456179341016,0.9456179341016,0.9456179341016,0.9456179341016,0.9456179341016,0.9456179341016,0.9456179341016,0.9456179341016,0.9456179341016,0.934649829884802,0.934649829884802,0.929988244410695,0.929988244410695,0.929988244410695,0.929988244410695,0.929988244410695,0.929988244410695,0.929988244410695,0.929988244410695,0.929988244410695,0.929988244410695,0.929988244410695,0.929988244410695,0.92073470676749,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.905516300648644,0.888473906370901,0.888473906370901,0.888473906370901,0.888473906370901,0.888473906370901,0.882570447057455,0.882570447057455,0.882570447057455,0.882570447057455,0.882570447057455,0.86798284066759,0.86798284066759,0.86798284066759,0.86798284066759,0.86798284066759,0.86798284066759,0.86798284066759,0.86798284066759,0.86798284066759,0.86798284066759,0.86798284066759,0.863653758189365,0.863653758189365,0.853162235498627,0.853162235498627,0.840460304608137,0.840460304608137,0.840460304608137,0.840460304608137,0.840460304608137,0.840460304608137,0.840460304608137,0.840460304608137,0.840460304608137,0.840460304608137,0.834180431285415,0.834180431285415,0.834180431285415,0.834180431285415,0.834180431285415,0.801471748726557,0.801471748726557,0.801471748726557,0.801471748726557,0.801471748726557,0.801471748726557,0.801471748726557,0.801471748726557,0.801471748726557,0.801471748726557,0.801471748726557,0.801471748726557,0.801471748726557,0.801471748726557,0.801471748726557,0.801471748726557,0.758581106673992,0.758581106673992,0.758581106673992,0.758581106673992,0.758581106673992,0.758581106673992,0.758581106673992,0.758581106673992,0.758581106673992,0.758581106673992,0.758581106673992,0.758581106673992,0.758581106673992,0.644806146413883,0.644806146413883,0.644806146413883,1095,0
"TCGA-DI-A1NN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996340047347032,0.994680863638614,0.990132341339749,0.990132341339749,0.990132341339749,0.990132341339749,0.985029850361862,0.985029850361862,0.985029850361862,0.985029850361862,0.985029850361862,0.985029850361862,0.98257035139066,0.970849970105918,0.970849970105918,0.970849970105918,0.962793170312453,0.962793170312453,0.962793170312453,0.962793170312453,0.962793170312453,0.962793170312453,0.962793170312453,0.962793170312453,0.962793170312453,0.962793170312453,0.962793170312453,0.952498576313234,0.952498576313234,0.937223654303515,0.937223654303515,0.937223654303515,0.937223654303515,0.937223654303515,0.937223654303515,0.937223654303515,0.937223654303515,0.937223654303515,0.937223654303515,0.937223654303515,0.937223654303515,0.924039924445087,0.916753488574117,0.916753488574117,0.916753488574117,0.916753488574117,0.916753488574117,0.916753488574117,0.916753488574117,0.916753488574117,0.916753488574117,0.916753488574117,0.916753488574117,0.916753488574117,0.916753488574117,0.911421327148385,0.911421327148385,0.911421327148385,0.911421327148385,0.911421327148385,0.911421327148385,0.911421327148385,0.890401020120706,0.890401020120706,0.890401020120706,0.890401020120706,0.890401020120706,0.874954553060074,0.874954553060074,0.874954553060074,0.874954553060074,0.874954553060074,0.863365921578736,0.863365921578736,0.863365921578736,0.863365921578736,0.863365921578736,0.863365921578736,0.863365921578736,0.863365921578736,0.863365921578736,0.863365921578736,0.863365921578736,0.856914898741676,0.856914898741676,0.844157097974174,0.844157097974174,0.834365825313163,0.834365825313163,0.834365825313163,0.834365825313163,0.834365825313163,0.834365825313163,0.834365825313163,0.834365825313163,0.834365825313163,0.834365825313163,0.78971486161886,0.78971486161886,0.78971486161886,0.78971486161886,0.78971486161886,0.754965419073805,0.754965419073805,0.754965419073805,0.754965419073805,0.754965419073805,0.754965419073805,0.754965419073805,0.754965419073805,0.754965419073805,0.754965419073805,0.754965419073805,0.754965419073805,0.754965419073805,0.754965419073805,0.754965419073805,0.754965419073805,0.70392509098712,0.70392509098712,0.70392509098712,0.70392509098712,0.70392509098712,0.70392509098712,0.70392509098712,0.70392509098712,0.70392509098712,0.70392509098712,0.70392509098712,0.70392509098712,0.70392509098712,0.613801720768105,0.613801720768105,0.613801720768105,1076,0
"TCGA-AP-A1DM",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998334721450939,0.998334721450939,0.998334721450939,0.998334721450939,0.998334721450939,0.998334721450939,0.998334721450939,0.998334721450939,0.98593320836719,0.98593320836719,0.97938218133124,0.97938218133124,0.97612300903172,0.973685749353145,0.973685749353145,0.973685749353145,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.967135502498595,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.962311894056388,0.957512343461652,0.957512343461652,0.957512343461652,0.957512343461652,0.957512343461652,0.957512343461652,0.957512343461652,0.957512343461652,0.957512343461652,0.957512343461652,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.952736730725374,0.943256841861382,0.943256841861382,0.943256841861382,0.943256841861382,0.943256841861382,0.943256841861382,0.943256841861382,0.943256841861382,0.943256841861382,0.943256841861382,0.943256841861382,0.943256841861382,0.943256841861382,0.943256841861382,0.943256841861382,0.943256841861382,0.891663315480644,0.891663315480644,0.891663315480644,0.891663315480644,0.891663315480644,0.891663315480644,0.891663315480644,0.891663315480644,0.891663315480644,0.891663315480644,0.891663315480644,0.891663315480644,0.891663315480644,0.726780369454651,0.726780369454651,0.726780369454651,1700,0
"TCGA-DI-A0WH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997087582673249,0.989637398914997,0.980607174519142,0.980607174519142,0.980607174519142,0.980607174519142,0.97897419042636,0.97897419042636,0.968425876560134,0.968425876560134,0.968425876560134,0.968425876560134,0.963595832350446,0.961189851498749,0.961189851498749,0.961189851498749,0.961189851498749,0.961189851498749,0.961189851498749,0.961189851498749,0.961189851498749,0.961189851498749,0.961189851498749,0.961189851498749,0.961189851498749,0.961189851498749,0.961189851498749,0.951625852677724,0.951625852677724,0.944515356473826,0.944515356473826,0.944515356473826,0.944515356473826,0.944515356473826,0.944515356473826,0.944515356473826,0.944515356473826,0.944515356473826,0.944515356473826,0.944515356473826,0.944515356473826,0.935117271650447,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.929678299989498,0.923501058340388,0.923501058340388,0.923501058340388,0.923501058340388,0.923501058340388,0.923501058340388,0.923501058340388,0.923501058340388,0.923501058340388,0.923501058340388,0.90295430234167,0.90295430234167,0.90295430234167,0.90295430234167,0.90295430234167,0.90295430234167,0.90295430234167,0.90295430234167,0.90295430234167,0.90295430234167,0.90295430234167,0.891737623853074,0.891737623853074,0.891737623853074,0.891737623853074,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.874080035838501,0.818048761652978,0.818048761652978,0.818048761652978,0.818048761652978,0.818048761652978,0.818048761652978,0.818048761652978,0.818048761652978,0.818048761652978,0.818048761652978,0.818048761652978,0.818048761652978,0.818048761652978,0.683291762090612,0.683291762090612,0.683291762090612,496,0
"TCGA-AX-A3G8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.989225135892876,0.984291354944489,0.963825287244552,0.963825287244552,0.963825287244552,0.963825287244552,0.959018188569801,0.959018188569801,0.957820164754965,0.957820164754965,0.95463274618804,0.95463274618804,0.95463274618804,0.94987149550308,0.94987149550308,0.94987149550308,0.945133991654981,0.945133991654981,0.945133991654981,0.945133991654981,0.945133991654981,0.945133991654981,0.945133991654981,0.945133991654981,0.945133991654981,0.945133991654981,0.945133991654981,0.929202515029378,0.929202515029378,0.924568098151457,0.924568098151457,0.924568098151457,0.924568098151457,0.924568098151457,0.924568098151457,0.924568098151457,0.924568098151457,0.924568098151457,0.924568098151457,0.924568098151457,0.924568098151457,0.917659776006095,0.908528908673134,0.908528908673134,0.908528908673134,0.908528908673134,0.908528908673134,0.908528908673134,0.908528908673134,0.908528908673134,0.908528908673134,0.908528908673134,0.908528908673134,0.908528908673134,0.908528908673134,0.9017404304723,0.9017404304723,0.9017404304723,0.9017404304723,0.9017404304723,0.9017404304723,0.9017404304723,0.89724298131252,0.89724298131252,0.89724298131252,0.89724298131252,0.89724298131252,0.891281255935474,0.891281255935474,0.891281255935474,0.891281255935474,0.891281255935474,0.886835972126324,0.886835972126324,0.886835972126324,0.886835972126324,0.886835972126324,0.886835972126324,0.886835972126324,0.886835972126324,0.886835972126324,0.886835972126324,0.886835972126324,0.886835972126324,0.886835972126324,0.886835972126324,0.886835972126324,0.875819518751368,0.875819518751368,0.875819518751368,0.875819518751368,0.875819518751368,0.875819518751368,0.875819518751368,0.875819518751368,0.875819518751368,0.875819518751368,0.871451350678141,0.871451350678141,0.871451350678141,0.871451350678141,0.871451350678141,0.867104968934069,0.867104968934069,0.867104968934069,0.867104968934069,0.867104968934069,0.867104968934069,0.867104968934069,0.867104968934069,0.867104968934069,0.867104968934069,0.867104968934069,0.867104968934069,0.867104968934069,0.867104968934069,0.867104968934069,0.867104968934069,0.828950166785938,0.828950166785938,0.828950166785938,0.828950166785938,0.828950166785938,0.828950166785938,0.828950166785938,0.828950166785938,0.828950166785938,0.828950166785938,0.828950166785938,0.828950166785938,0.828950166785938,0.714733710807599,0.714733710807599,0.714733710807599,30,0
"TCGA-B5-A11G",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99750312239746,0.99750312239746,0.996257022469171,0.996257022469171,0.996257022469171,0.996257022469171,0.99277621785193,0.99277621785193,0.985768899858551,0.985768899858551,0.9808523569593,0.9808523569593,0.975960335420059,0.975960335420059,0.975960335420059,0.975960335420059,0.971902294146137,0.971902294146137,0.971902294146137,0.971902294146137,0.971902294146137,0.971902294146137,0.971902294146137,0.971902294146137,0.971902294146137,0.971902294146137,0.971902294146137,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.969475573076026,0.967054911231403,0.967054911231403,0.967054911231403,0.967054911231403,0.967054911231403,0.967054911231403,0.967054911231403,0.967054911231403,0.967054911231403,0.967054911231403,0.967054911231403,0.967054911231403,0.967054911231403,0.967054911231403,0.967054911231403,0.967054911231403,0.962231704739818,0.962231704739818,0.957432554090967,0.957432554090967,0.950278670532427,0.950278670532427,0.950278670532427,0.950278670532427,0.950278670532427,0.950278670532427,0.950278670532427,0.950278670532427,0.950278670532427,0.950278670532427,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.945539135890396,0.922193691444608,0.922193691444608,0.922193691444608,0.922193691444608,0.922193691444608,0.922193691444608,0.922193691444608,0.922193691444608,0.922193691444608,0.922193691444608,0.922193691444608,0.922193691444608,0.922193691444608,0.83217353373042,0.83217353373042,0.83217353373042,3448,0
