"predTrain_2","predTrain_9","predTrain_13","predTrain_17","predTrain_21","predTrain_22","predTrain_30","predTrain_39","predTrain_43","predTrain_54","predTrain_55","predTrain_58","predTrain_82","predTrain_90","predTrain_111","predTrain_112","predTrain_122","predTrain_135","predTrain_179","predTrain_189","predTrain_243","predTrain_249","predTrain_288","predTrain_291","predTrain_310","predTrain_311","predTrain_312","predTrain_324","predTrain_326","predTrain_350","predTrain_361","predTrain_390","predTrain_402","predTrain_421","predTrain_430","predTrain_438","predTrain_446","predTrain_447","predTrain_448","predTrain_451","predTrain_455","predTrain_470","predTrain_496","predTrain_513","predTrain_519","predTrain_528","predTrain_540","predTrain_544","predTrain_550","predTrain_551","predTrain_555","predTrain_556","predTrain_560","predTrain_568","predTrain_573","predTrain_575","predTrain_593","predTrain_602","predTrain_605","predTrain_610","predTrain_616","predTrain_628","predTrain_632","predTrain_648","predTrain_677","predTrain_679","predTrain_687","predTrain_710","predTrain_739","predTrain_741","predTrain_788","predTrain_794","predTrain_802","predTrain_820","predTrain_824","predTrain_825","predTrain_826","predTrain_847","predTrain_871","predTrain_902","predTrain_909","predTrain_911","predTrain_917","predTrain_933","predTrain_974","predTrain_989","predTrain_991","predTrain_1001","predTrain_1023","predTrain_1031","predTrain_1043","predTrain_1045","predTrain_1063","predTrain_1069","predTrain_1076","predTrain_1081","predTrain_1095","predTrain_1127","predTrain_1135","predTrain_1141","predTrain_1143","predTrain_1145","predTrain_1158","predTrain_1195","predTrain_1201","predTrain_1220","predTrain_1362","predTrain_1386","predTrain_1423","predTrain_1461","predTrain_1462","predTrain_1473","predTrain_1484","predTrain_1548","predTrain_1553","predTrain_1564","predTrain_1565","predTrain_1582","predTrain_1601","predTrain_1700","predTrain_1721","predTrain_1752","predTrain_1810","predTrain_1865","predTrain_1872","predTrain_1934","predTrain_2012","predTrain_2022","predTrain_2035","predTrain_2080","predTrain_2185","predTrain_2240","predTrain_2384","predTrain_2406","predTrain_2475","predTrain_2544","predTrain_2609","predTrain_2687","predTrain_2725","predTrain_2767","predTrain_2825","predTrain_2844","predTrain_2904","predTrain_3067","predTrain_3251","predTrain_3448","time","status"
"TCGA-D1-A1NY",1,1,1,1,1,1,1,1,1,1,1,0.998334721450939,0.998334721450939,0.993355506255034,0.993355506255034,0.993355506255034,0.993355506255034,0.993355506255034,0.993355506255034,0.993355506255034,0.993355506255034,0.993355506255034,0.993355506255034,0.993355506255034,0.993355506255034,0.993355506255034,0.984947767961146,0.984947767961146,0.978811041657397,0.978811041657397,0.978811041657397,0.978811041657397,0.978811041657397,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.977181048626141,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.953054362571315,0.953054362571315,0.953054362571315,0.953054362571315,0.953054362571315,0.953054362571315,0.953054362571315,0.953054362571315,0.953054362571315,0.953054362571315,0.953054362571315,0.953054362571315,0.953054362571315,0.927202460442753,0.927202460442753,0.927202460442753,0.927202460442753,0.922578018878699,0.922578018878699,0.922578018878699,0.922578018878699,0.922578018878699,0.922578018878699,0.922578018878699,0.922578018878699,0.922578018878699,0.922578018878699,0.922578018878699,0.922578018878699,0.922578018878699,0.922578018878699,0.922578018878699,0.922578018878699,0.922578018878699,0.922578018878699,0.917976641813167,0.917976641813167,0.917976641813167,0.917976641813167,0.917976641813167,0.917976641813167,0.917976641813167,0.917976641813167,0.917976641813167,0.917976641813167,0.917976641813167,0.917976641813167,0.917976641813167,0.917976641813167,0.917976641813167,0.917976641813167,0.917976641813167,0.917976641813167,0.858058213980777,0.858058213980777,0.858058213980777,0.858058213980777,0.858058213980777,0.858058213980777,0.858058213980777,0.858058213980777,0.858058213980777,0.858058213980777,0.858058213980777,0.858058213980777,0.858058213980777,0.699889136203836,0.699889136203836,513,0
"TCGA-BS-A0WQ",1,1,1,1,1,1,1,1,1,1,1,0.979790342267752,0.979790342267752,0.97652981169682,0.97652981169682,0.97652981169682,0.97652981169682,0.97652981169682,0.97652981169682,0.970688175260846,0.970688175260846,0.970688175260846,0.970688175260846,0.970688175260846,0.969475573076026,0.969475573076026,0.968506582079198,0.968506582079198,0.968506582079198,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.966893748843436,0.962071346152614,0.962071346152614,0.962071346152614,0.962071346152614,0.962071346152614,0.962071346152614,0.962071346152614,0.962071346152614,0.962071346152614,0.962071346152614,0.962071346152614,0.962071346152614,0.962071346152614,0.953292655947389,0.953292655947389,0.953292655947389,0.953292655947389,0.953292655947389,0.953292655947389,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.943807235535015,0.906800024497592,0.906800024497592,0.906800024497592,0.906800024497592,0.906800024497592,0.906800024497592,0.906800024497592,0.906800024497592,0.906800024497592,0.906800024497592,0.906800024497592,0.906800024497592,0.906800024497592,0.781466236637118,0.781466236637118,2022,0
"TCGA-EO-A3AZ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995012479192682,0.993024442933235,0.993024442933235,0.993024442933235,0.993024442933235,0.991370780629725,0.991370780629725,0.972955758821798,0.972955758821798,0.964720683523785,0.960949584070554,0.956156828025219,0.956156828025219,0.956156828025219,0.956156828025219,0.956156828025219,0.956156828025219,0.956156828025219,0.956156828025219,0.956156828025219,0.956156828025219,0.956156828025219,0.956156828025219,0.956156828025219,0.956156828025219,0.956156828025219,0.956156828025219,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.953769421456808,0.938395916382556,0.938395916382556,0.938395916382556,0.938395916382556,0.938395916382556,0.938395916382556,0.915226838654817,0.915226838654817,0.915226838654817,0.915226838654817,0.915226838654817,0.915226838654817,0.909145619650151,0.909145619650151,0.909145619650151,0.909145619650151,0.909145619650151,0.909145619650151,0.909145619650151,0.909145619650151,0.909145619650151,0.909145619650151,0.909145619650151,0.904611236955264,0.904611236955264,0.904611236955264,0.904611236955264,0.904611236955264,0.900099469588416,0.900099469588416,0.900099469588416,0.900099469588416,0.900099469588416,0.900099469588416,0.900099469588416,0.900099469588416,0.900099469588416,0.900099469588416,0.900099469588416,0.900099469588416,0.900099469588416,0.900099469588416,0.900099469588416,0.900099469588416,0.900099469588416,0.900099469588416,0.830896533751007,0.830896533751007,0.830896533751007,0.830896533751007,0.830896533751007,0.830896533751007,0.830896533751007,0.830896533751007,0.830896533751007,0.830896533751007,0.830896533751007,0.830896533751007,0.830896533751007,0.718744024963063,0.718744024963063,826,0
"TCGA-D1-A1NS",1,1,1,1,1,1,1,1,1,1,1,0.984291354944489,0.984291354944489,0.97938218133124,0.97938218133124,0.97938218133124,0.97938218133124,0.97938218133124,0.97938218133124,0.978158718428196,0.978158718428196,0.978158718428196,0.978158718428196,0.978158718428196,0.975716375832423,0.975716375832423,0.96439916355225,0.96439916355225,0.959589202657473,0.95241920473907,0.95241920473907,0.95241920473907,0.95241920473907,0.944357950365287,0.944357950365287,0.944357950365287,0.944357950365287,0.944357950365287,0.944357950365287,0.944357950365287,0.944357950365287,0.944357950365287,0.944357950365287,0.944357950365287,0.939647945438284,0.939647945438284,0.939647945438284,0.939647945438284,0.939647945438284,0.939647945438284,0.939647945438284,0.939647945438284,0.939647945438284,0.939647945438284,0.939647945438284,0.939647945438284,0.939647945438284,0.939647945438284,0.939647945438284,0.934961431758857,0.93029829216392,0.93029829216392,0.93029829216392,0.93029829216392,0.93029829216392,0.93029829216392,0.93029829216392,0.93029829216392,0.93029829216392,0.93029829216392,0.925658410074741,0.925658410074741,0.925658410074741,0.925658410074741,0.925658410074741,0.925658410074741,0.925658410074741,0.925658410074741,0.921041669494024,0.921041669494024,0.921041669494024,0.921041669494024,0.921041669494024,0.921041669494024,0.921041669494024,0.921041669494024,0.921041669494024,0.921041669494024,0.921041669494024,0.921041669494024,0.921041669494024,0.902803822498282,0.902803822498282,0.902803822498282,0.902803822498282,0.902803822498282,0.902803822498282,0.884927109069083,0.884927109069083,0.884927109069083,0.884927109069083,0.884927109069083,0.884927109069083,0.884927109069083,0.884927109069083,0.884927109069083,0.884927109069083,0.884927109069083,0.884927109069083,0.884927109069083,0.884927109069083,0.884927109069083,0.884927109069083,0.880513516699642,0.880513516699642,0.880513516699642,0.880513516699642,0.880513516699642,0.880513516699642,0.880513516699642,0.880513516699642,0.880513516699642,0.880513516699642,0.880513516699642,0.880513516699642,0.880513516699642,0.880513516699642,0.880513516699642,0.880513516699642,0.880513516699642,0.880513516699642,0.863078180897654,0.863078180897654,0.863078180897654,0.863078180897654,0.863078180897654,0.863078180897654,0.863078180897654,0.863078180897654,0.863078180897654,0.863078180897654,0.863078180897654,0.863078180897654,0.863078180897654,0.693502801209756,0.693502801209756,43,0
"TCGA-B5-A11H",1,1,1,1,1,1,1,1,1,1,1,0.998334721450939,0.998334721450939,0.99584200184511,0.99584200184511,0.99584200184511,0.99584200184511,0.99584200184511,0.99584200184511,0.99584200184511,0.994183647521183,0.994183647521183,0.994183647521183,0.994183647521183,0.99294169434423,0.99294169434423,0.986344099467044,0.986344099467044,0.982079189015791,0.982079189015791,0.982079189015791,0.982079189015791,0.982079189015791,0.982079189015791,0.982079189015791,0.982079189015791,0.982079189015791,0.982079189015791,0.982079189015791,0.982079189015791,0.982079189015791,0.982079189015791,0.982079189015791,0.982079189015791,0.980443753608843,0.980443753608843,0.980443753608843,0.980443753608843,0.980443753608843,0.980443753608843,0.980443753608843,0.980443753608843,0.980443753608843,0.980443753608843,0.980443753608843,0.980443753608843,0.980443753608843,0.980443753608843,0.980443753608843,0.975553769987315,0.970688175260846,0.970688175260846,0.970688175260846,0.970688175260846,0.970688175260846,0.970688175260846,0.970688175260846,0.970688175260846,0.970688175260846,0.970688175260846,0.968264485696987,0.968264485696987,0.968264485696987,0.968264485696987,0.968264485696987,0.968264485696987,0.968264485696987,0.968264485696987,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.967457934735149,0.966249367828412,0.966249367828412,0.966249367828412,0.966249367828412,0.966249367828412,0.966249367828412,0.958230747086933,0.958230747086933,0.958230747086933,0.958230747086933,0.958230747086933,0.958230747086933,0.956635025978758,0.956635025978758,0.956635025978758,0.956635025978758,0.956635025978758,0.956635025978758,0.956635025978758,0.956635025978758,0.956635025978758,0.956635025978758,0.956635025978758,0.956635025978758,0.956635025978758,0.956635025978758,0.956635025978758,0.956635025978758,0.95186378888168,0.95186378888168,0.95186378888168,0.95186378888168,0.95186378888168,0.95186378888168,0.95186378888168,0.95186378888168,0.95186378888168,0.95186378888168,0.95186378888168,0.95186378888168,0.95186378888168,0.95186378888168,0.95186378888168,0.95186378888168,0.95186378888168,0.95186378888168,0.937692383303152,0.937692383303152,0.937692383303152,0.937692383303152,0.937692383303152,0.937692383303152,0.937692383303152,0.937692383303152,0.937692383303152,0.937692383303152,0.937692383303152,0.937692383303152,0.937692383303152,0.768677838155553,0.768677838155553,2687,0
"TCGA-AJ-A3NE",1,1,1,1,1,1,1,1,1,1,1,0.994183647521183,0.994183647521183,0.994183647521183,0.994183647521183,0.994183647521183,0.994183647521183,0.994183647521183,0.994183647521183,0.994183647521183,0.994183647521183,0.994183647521183,0.994183647521183,0.994183647521183,0.994183647521183,0.994183647521183,0.99318996079983,0.99318996079983,0.99318996079983,0.989590274446592,0.989590274446592,0.989590274446592,0.989590274446592,0.989590274446592,0.989590274446592,0.989590274446592,0.989590274446592,0.989590274446592,0.989590274446592,0.989590274446592,0.989590274446592,0.989590274446592,0.989590274446592,0.989590274446592,0.986297131818689,0.986297131818689,0.986297131818689,0.986297131818689,0.986297131818689,0.986297131818689,0.986297131818689,0.986297131818689,0.986297131818689,0.986297131818689,0.986297131818689,0.986297131818689,0.986297131818689,0.986297131818689,0.986297131818689,0.986297131818689,0.983014948057953,0.983014948057953,0.983014948057953,0.983014948057953,0.983014948057953,0.983014948057953,0.983014948057953,0.983014948057953,0.983014948057953,0.983014948057953,0.983014948057953,0.983014948057953,0.983014948057953,0.983014948057953,0.983014948057953,0.983014948057953,0.983014948057953,0.983014948057953,0.97080374025568,0.97080374025568,0.97080374025568,0.97080374025568,0.97080374025568,0.97080374025568,0.97080374025568,0.97080374025568,0.97080374025568,0.97080374025568,0.97080374025568,0.97080374025568,0.97080374025568,0.934405072696577,0.934405072696577,0.934405072696577,0.934405072696577,0.92974470795404,0.92974470795404,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.910423650236689,0.879110007757532,0.879110007757532,0.879110007757532,0.879110007757532,0.879110007757532,0.879110007757532,0.879110007757532,0.879110007757532,0.879110007757532,0.879110007757532,0.879110007757532,0.879110007757532,0.879110007757532,0.735212843942544,0.735212843942544,628,0
"TCGA-D1-A176",1,1,1,1,1,1,1,1,1,1,1,0.997087582673249,0.997087582673249,0.997087582673249,0.997087582673249,0.997087582673249,0.997087582673249,0.997087582673249,0.997087582673249,0.997087582673249,0.995427154110288,0.995427154110288,0.995427154110288,0.995427154110288,0.987989376983235,0.987989376983235,0.981833699905954,0.981833699905954,0.976936783898348,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.972064291361221,0.962392090055679,0.962392090055679,0.962392090055679,0.962392090055679,0.954405479733647,0.954405479733647,0.935506985031618,0.935506985031618,0.935506985031618,0.935506985031618,0.935506985031618,0.935506985031618,0.935506985031618,0.935506985031618,0.935506985031618,0.935506985031618,0.935506985031618,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.930841124478382,0.903330611693316,0.903330611693316,0.903330611693316,0.903330611693316,0.903330611693316,0.903330611693316,0.903330611693316,0.903330611693316,0.903330611693316,0.903330611693316,0.903330611693316,0.903330611693316,0.903330611693316,0.751700980316699,0.751700980316699,917,0
"TCGA-AJ-A6NU",1,1,1,1,1,1,1,1,1,1,1,0.990049833749168,0.990049833749168,0.98716639545901,0.98716639545901,0.98716639545901,0.98716639545901,0.98716639545901,0.98716639545901,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.981424687747777,0.981424687747777,0.961830858378301,0.961830858378301,0.961830858378301,0.947511062467126,0.947511062467126,0.947511062467126,0.947511062467126,0.941607585907988,0.941607585907988,0.941607585907988,0.941607585907988,0.941607585907988,0.941607585907988,0.941607585907988,0.941607585907988,0.941607585907988,0.941607585907988,0.941607585907988,0.940039546993542,0.940039546993542,0.930685997218599,0.930685997218599,0.930685997218599,0.930685997218599,0.930685997218599,0.930685997218599,0.930685997218599,0.930685997218599,0.930685997218599,0.930685997218599,0.930685997218599,0.930685997218599,0.930685997218599,0.922962506482586,0.909221384941965,0.909221384941965,0.909221384941965,0.909221384941965,0.909221384941965,0.909221384941965,0.909221384941965,0.909221384941965,0.909221384941965,0.909221384941965,0.909221384941965,0.909221384941965,0.909221384941965,0.909221384941965,0.909221384941965,0.909221384941965,0.909221384941965,0.909221384941965,0.90017448100298,0.90017448100298,0.90017448100298,0.90017448100298,0.90017448100298,0.90017448100298,0.90017448100298,0.891217595262244,0.891217595262244,0.891217595262244,0.891217595262244,0.891217595262244,0.891217595262244,0.874038413970656,0.874038413970656,0.874038413970656,0.874038413970656,0.869679129194583,0.869679129194583,0.868809884760043,0.868809884760043,0.868809884760043,0.868809884760043,0.868809884760043,0.868809884760043,0.868809884760043,0.868809884760043,0.868809884760043,0.868809884760043,0.868809884760043,0.868809884760043,0.868809884760043,0.868809884760043,0.868809884760043,0.868809884760043,0.864476677382198,0.864476677382198,0.864476677382198,0.864476677382198,0.864476677382198,0.864476677382198,0.864476677382198,0.864476677382198,0.864476677382198,0.864476677382198,0.864476677382198,0.864476677382198,0.864476677382198,0.864476677382198,0.864476677382198,0.864476677382198,0.864476677382198,0.864476677382198,0.838927530422409,0.838927530422409,0.838927530422409,0.838927530422409,0.838927530422409,0.838927530422409,0.838927530422409,0.838927530422409,0.838927530422409,0.838927530422409,0.838927530422409,0.838927530422409,0.838927530422409,0.715781051785933,0.715781051785933,632,0
"TCGA-D1-A163",1,1,1,1,1,1,1,1,1,1,1,1,1,0.998750780924581,0.998750780924581,0.998750780924581,0.998750780924581,0.998750780924581,0.998750780924581,0.998750780924581,0.998750780924581,0.998750780924581,0.998750780924581,0.998750780924581,0.998750780924581,0.998750780924581,0.99750312239746,0.99750312239746,0.989637398914997,0.989637398914997,0.989637398914997,0.989637398914997,0.989637398914997,0.989637398914997,0.989637398914997,0.989637398914997,0.989637398914997,0.989637398914997,0.989637398914997,0.989637398914997,0.989637398914997,0.989637398914997,0.989637398914997,0.989637398914997,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.983061759408122,0.983061759408122,0.983061759408122,0.983061759408122,0.983061759408122,0.983061759408122,0.983061759408122,0.983061759408122,0.983061759408122,0.983061759408122,0.979790342267752,0.979790342267752,0.979790342267752,0.979790342267752,0.979790342267752,0.979790342267752,0.979790342267752,0.979790342267752,0.978158718428196,0.978158718428196,0.978158718428196,0.978158718428196,0.978158718428196,0.978158718428196,0.978158718428196,0.978158718428196,0.978158718428196,0.978158718428196,0.978158718428196,0.978158718428196,0.978158718428196,0.978158718428196,0.978158718428196,0.978158718428196,0.978158718428196,0.973280131467176,0.973280131467176,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.953610473132626,0.839457020769207,0.839457020769207,0.839457020769207,0.839457020769207,0.839457020769207,0.839457020769207,0.839457020769207,0.839457020769207,0.839457020769207,0.839457020769207,0.839457020769207,0.839457020769207,0.839457020769207,0.698548966765429,0.698548966765429,991,0
"TCGA-D1-A102",1,1,1,1,1,1,1,1,1,1,1,0.994597977020302,0.994597977020302,0.994597977020302,0.994597977020302,0.994597977020302,0.994597977020302,0.994597977020302,0.994597977020302,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.984701561796208,0.966813177721543,0.966813177721543,0.965203164475733,0.965203164475733,0.963595832350446,0.962392090055679,0.962392090055679,0.962392090055679,0.962392090055679,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.957592139481729,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.95281612876114,0.943335449873492,0.943335449873492,0.943335449873492,0.943335449873492,0.938630544688968,0.938630544688968,0.938630544688968,0.938630544688968,0.938630544688968,0.938630544688968,0.938630544688968,0.938630544688968,0.938630544688968,0.938630544688968,0.938630544688968,0.938630544688968,0.938630544688968,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.933949105316948,0.897328437094284,0.897328437094284,0.897328437094284,0.897328437094284,0.897328437094284,0.897328437094284,0.897328437094284,0.897328437094284,0.897328437094284,0.897328437094284,0.897328437094284,0.897328437094284,0.897328437094284,0.7467063078549,0.7467063078549,135,0
